Jurisdiction,Category,Type,Total type,Management,Fate,y,ds,Sub-stream
Tas,Biosolids,,Biosolids total,Recycling,Recycling,33061,2018-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2018-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Landfill,Disposal,11297,2018-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2018-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Recycling,Recycling,74,2018-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Treatment,Disposal,104,2018-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2018-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Treatment,Recycling,408,2018-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,3096,2018-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Landfill,Disposal,22589,2018-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,108,2018-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Recycling,Recycling,165680,2018-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Treatment,Disposal,5842,2018-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,15,2018-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Treatment,Recycling,45524,2018-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,3096,2018-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Landfill,Disposal,33886,2018-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,108,2018-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Recycling,Recycling,165754,2018-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Treatment,Disposal,5946,2018-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,15,2018-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Treatment,Recycling,45933,2018-12-31,09 Total
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2018-12-31,02 C&D
Tas,Total,,All other waste total,Landfill,Disposal,31764,2018-12-31,02 C&D
Tas,Total,,All other waste total,Landfill,Energy recovery,271,2018-12-31,02 C&D
Tas,Total,,All other waste total,Recycling,Recycling,19,2018-12-31,02 C&D
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2018-12-31,03 C&I core
Tas,Total,,All other waste total,Landfill,Disposal,208425,2018-12-31,03 C&I core
Tas,Total,,All other waste total,Landfill,Energy recovery,21497,2018-12-31,03 C&I core
Tas,Total,,All other waste total,Recycling,Recycling,39217,2018-12-31,03 C&I core
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2018-12-31,01 MSW
Tas,Total,,All other waste total,Landfill,Disposal,154252,2018-12-31,01 MSW
Tas,Total,,All other waste total,Landfill,Energy recovery,23390,2018-12-31,01 MSW
Tas,Total,,All other waste total,Recycling,Recycling,53960,2018-12-31,01 MSW
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2018-12-31,09 Total
Tas,Total,,All other waste total,Landfill,Disposal,394441,2018-12-31,09 Total
Tas,Total,,All other waste total,Landfill,Energy recovery,45158,2018-12-31,09 Total
Tas,Total,,All other waste total,Recycling,Recycling,93196,2018-12-31,09 Total
Vic,Ash,,Ash waste total,Other disposal,Long-term storage,864648,2018-12-31,04 C&I (electricity generation)
Vic,Ash,,Ash waste total,Recycling,Recycling,0,2018-12-31,04 C&I (electricity generation)
Vic,Ash,,Ash waste total,Other disposal,Long-term storage,864648,2018-12-31,09 Total
Vic,Ash,,Ash waste total,Recycling,Recycling,0,2018-12-31,09 Total
Vic,Biosolids,,Biosolids total,Other disposal,Disposal,15222,2018-12-31,03 C&I core
Vic,Biosolids,,Biosolids total,Recycling,Recycling,482302,2018-12-31,03 C&I core
Vic,Biosolids,,Biosolids total,Other disposal,Disposal,15222,2018-12-31,09 Total
Vic,Biosolids,,Biosolids total,Recycling,Recycling,482302,2018-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2018-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Landfill,Disposal,562739,2018-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2018-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Recycling,Recycling,11678,2018-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Treatment,Disposal,11540,2018-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2018-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Treatment,Recycling,45919,2018-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,48800,2018-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Landfill,Disposal,319295,2018-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,5973,2018-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Recycling,Recycling,323420,2018-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Treatment,Disposal,71630,2018-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,4080,2018-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Treatment,Recycling,95252,2018-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,48800,2018-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Landfill,Disposal,882034,2018-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,5974,2018-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Recycling,Recycling,335098,2018-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Treatment,Disposal,83169,2018-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,4080,2018-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Treatment,Recycling,141170,2018-12-31,09 Total
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2018-12-31,02 C&D
Vic,Total,,All other waste total,Landfill,Disposal,938551,2018-12-31,02 C&D
Vic,Total,,All other waste total,Landfill,Energy recovery,14422,2018-12-31,02 C&D
Vic,Total,,All other waste total,Recycling,Recycling,5664541,2018-12-31,02 C&D
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,48000,2018-12-31,03 C&I core
Vic,Total,,All other waste total,Landfill,Disposal,1532023,2018-12-31,03 C&I core
Vic,Total,,All other waste total,Landfill,Energy recovery,245283,2018-12-31,03 C&I core
Vic,Total,,All other waste total,Recycling,Recycling,3092608,2018-12-31,03 C&I core
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2018-12-31,01 MSW
Vic,Total,,All other waste total,Landfill,Disposal,1330378,2018-12-31,01 MSW
Vic,Total,,All other waste total,Landfill,Energy recovery,397320,2018-12-31,01 MSW
Vic,Total,,All other waste total,Recycling,Recycling,1164341,2018-12-31,01 MSW
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,48000,2018-12-31,09 Total
Vic,Total,,All other waste total,Landfill,Disposal,3800951,2018-12-31,09 Total
Vic,Total,,All other waste total,Landfill,Energy recovery,657025,2018-12-31,09 Total
Vic,Total,,All other waste total,Recycling,Recycling,9921489,2018-12-31,09 Total
WA,Ash,,Ash waste total,Other disposal,Long-term storage,224529,2018-12-31,04 C&I (electricity generation)
WA,Ash,,Ash waste total,Recycling,Recycling,880839,2018-12-31,04 C&I (electricity generation)
WA,Ash,,Ash waste total,Other disposal,Long-term storage,224529,2018-12-31,09 Total
WA,Ash,,Ash waste total,Recycling,Recycling,880839,2018-12-31,09 Total
WA,Biosolids,,Biosolids total,Other disposal,Disposal,33035,2018-12-31,03 C&I core
WA,Biosolids,,Biosolids total,Recycling,Recycling,108167,2018-12-31,03 C&I core
WA,Biosolids,,Biosolids total,Other disposal,Disposal,33035,2018-12-31,09 Total
WA,Biosolids,,Biosolids total,Recycling,Recycling,108167,2018-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2018-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,22144,2018-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2018-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,999,2018-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,1146,2018-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2018-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,4578,2018-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,15639,2018-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,226873,2018-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,3327,2018-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,350970,2018-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,77679,2018-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,11837,2018-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,71740,2018-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,15639,2018-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,249017,2018-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,3327,2018-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,351969,2018-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,78825,2018-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,11837,2018-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,76318,2018-12-31,09 Total
WA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2018-12-31,02 C&D
WA,Total,,All other waste total,Landfill,Disposal,348290,2018-12-31,02 C&D
WA,Total,,All other waste total,Landfill,Energy recovery,2734,2018-12-31,02 C&D
WA,Total,,All other waste total,Recycling,Recycling,1135948,2018-12-31,02 C&D
WA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2018-12-31,03 C&I core
WA,Total,,All other waste total,Landfill,Disposal,719050,2018-12-31,03 C&I core
WA,Total,,All other waste total,Landfill,Energy recovery,69793,2018-12-31,03 C&I core
WA,Total,,All other waste total,Recycling,Recycling,696884,2018-12-31,03 C&I core
WA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2018-12-31,01 MSW
WA,Total,,All other waste total,Landfill,Disposal,893917,2018-12-31,01 MSW
WA,Total,,All other waste total,Landfill,Energy recovery,129840,2018-12-31,01 MSW
WA,Total,,All other waste total,Recycling,Recycling,503606,2018-12-31,01 MSW
WA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2018-12-31,09 Total
WA,Total,,All other waste total,Landfill,Disposal,1961257,2018-12-31,09 Total
WA,Total,,All other waste total,Landfill,Energy recovery,202366,2018-12-31,09 Total
WA,Total,,All other waste total,Recycling,Recycling,2336438,2018-12-31,09 Total
ACT,Biosolids,,Biosolids total,Other disposal,Disposal,93429,2017-12-31,03 C&I core
ACT,Biosolids,,Biosolids total,Recycling,Recycling,0,2017-12-31,03 C&I core
ACT,Biosolids,,Biosolids total,Other disposal,Disposal,93429,2017-12-31,09 Total
ACT,Biosolids,,Biosolids total,Recycling,Recycling,0,2017-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2017-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,112478,2017-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,5,2017-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,44,2017-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,64,2017-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2017-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,1,2017-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,1083,2017-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,98309,2017-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,105,2017-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,6725,2017-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,858,2017-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,66,2017-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,924,2017-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,1083,2017-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,210787,2017-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,110,2017-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,6769,2017-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,922,2017-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,66,2017-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,925,2017-12-31,09 Total
ACT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2017-12-31,02 C&D
ACT,Total,,All other waste total,Landfill,Disposal,65298,2017-12-31,02 C&D
ACT,Total,,All other waste total,Landfill,Energy recovery,2148,2017-12-31,02 C&D
ACT,Total,,All other waste total,Recycling,Recycling,108999,2017-12-31,02 C&D
ACT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2017-12-31,03 C&I core
ACT,Total,,All other waste total,Landfill,Disposal,79530,2017-12-31,03 C&I core
ACT,Total,,All other waste total,Landfill,Energy recovery,12127,2017-12-31,03 C&I core
ACT,Total,,All other waste total,Recycling,Recycling,231790,2017-12-31,03 C&I core
ACT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2017-12-31,01 MSW
ACT,Total,,All other waste total,Landfill,Disposal,83326,2017-12-31,01 MSW
ACT,Total,,All other waste total,Landfill,Energy recovery,20303,2017-12-31,01 MSW
ACT,Total,,All other waste total,Recycling,Recycling,116401,2017-12-31,01 MSW
ACT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2017-12-31,09 Total
ACT,Total,,All other waste total,Landfill,Disposal,228154,2017-12-31,09 Total
ACT,Total,,All other waste total,Landfill,Energy recovery,34579,2017-12-31,09 Total
ACT,Total,,All other waste total,Recycling,Recycling,457191,2017-12-31,09 Total
NSW,Ash,,Ash waste total,Other disposal,Long-term storage,1230418,2017-12-31,04 C&I (electricity generation)
NSW,Ash,,Ash waste total,Recycling,Recycling,4397974,2017-12-31,04 C&I (electricity generation)
NSW,Ash,,Ash waste total,Other disposal,Long-term storage,1230418,2017-12-31,09 Total
NSW,Ash,,Ash waste total,Recycling,Recycling,4397974,2017-12-31,09 Total
NSW,Biosolids,,Biosolids total,Other disposal,Disposal,18686,2017-12-31,03 C&I core
NSW,Biosolids,,Biosolids total,Recycling,Recycling,286514,2017-12-31,03 C&I core
NSW,Biosolids,,Biosolids total,Other disposal,Disposal,18686,2017-12-31,09 Total
NSW,Biosolids,,Biosolids total,Recycling,Recycling,286514,2017-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2017-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Landfill,Disposal,622524,2017-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2017-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Recycling,Recycling,0,2017-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Treatment,Disposal,0,2017-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2017-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Treatment,Recycling,0,2017-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,30981,2017-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Landfill,Disposal,539711,2017-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,2995,2017-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Recycling,Recycling,205564,2017-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Treatment,Disposal,139648,2017-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,10573,2017-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Treatment,Recycling,160900,2017-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,30981,2017-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Landfill,Disposal,1162235,2017-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,2995,2017-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Recycling,Recycling,205564,2017-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Treatment,Disposal,139648,2017-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,10573,2017-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Treatment,Recycling,160900,2017-12-31,09 Total
NSW,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2017-12-31,02 C&D
NSW,Total,,All other waste total,Landfill,Disposal,1342706,2017-12-31,02 C&D
NSW,Total,,All other waste total,Landfill,Energy recovery,10370,2017-12-31,02 C&D
NSW,Total,,All other waste total,Recycling,Recycling,7953464,2017-12-31,02 C&D
NSW,Total,,All other waste total,Energy from waste facility,Energy recovery,50000,2017-12-31,03 C&I core
NSW,Total,,All other waste total,Landfill,Disposal,2200268,2017-12-31,03 C&I core
NSW,Total,,All other waste total,Landfill,Energy recovery,266181,2017-12-31,03 C&I core
NSW,Total,,All other waste total,Recycling,Recycling,2188367,2017-12-31,03 C&I core
NSW,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2017-12-31,01 MSW
NSW,Total,,All other waste total,Landfill,Disposal,1680691,2017-12-31,01 MSW
NSW,Total,,All other waste total,Landfill,Energy recovery,455878,2017-12-31,01 MSW
NSW,Total,,All other waste total,Recycling,Recycling,1789286,2017-12-31,01 MSW
NSW,Total,,All other waste total,Energy from waste facility,Energy recovery,50000,2017-12-31,09 Total
NSW,Total,,All other waste total,Landfill,Disposal,5223665,2017-12-31,09 Total
NSW,Total,,All other waste total,Landfill,Energy recovery,732430,2017-12-31,09 Total
NSW,Total,,All other waste total,Recycling,Recycling,11931118,2017-12-31,09 Total
NT,Biosolids,,Biosolids total,Other disposal,Disposal,5606,2017-12-31,03 C&I core
NT,Biosolids,,Biosolids total,Recycling,Recycling,22423,2017-12-31,03 C&I core
NT,Biosolids,,Biosolids total,Other disposal,Disposal,5606,2017-12-31,09 Total
NT,Biosolids,,Biosolids total,Recycling,Recycling,22423,2017-12-31,09 Total
NT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2017-12-31,02 C&D
NT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,8578,2017-12-31,02 C&D
NT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2017-12-31,02 C&D
